waveform	Ch0	
t0	3/24/2022  12:11:44.922525	
delta t	2.000000E-6	

time[0]	Ch0
3/24/2022  12:11:44.923587	1.053987E+1
3/24/2022  12:11:44.923589	1.053987E+1
3/24/2022  12:11:44.923591	1.053987E+1
3/24/2022  12:11:44.923593	1.053987E+1
3/24/2022  12:11:44.923595	1.053987E+1
3/24/2022  12:11:44.923597	1.053987E+1
3/24/2022  12:11:44.923599	1.053987E+1
3/24/2022  12:11:44.923601	1.053987E+1
3/24/2022  12:11:44.923603	1.053987E+1
3/24/2022  12:11:44.923605	1.053987E+1
3/24/2022  12:11:44.923607	1.053987E+1
3/24/2022  12:11:44.923609	1.053987E+1
3/24/2022  12:11:44.923611	1.053987E+1
3/24/2022  12:11:44.923613	1.053987E+1
3/24/2022  12:11:44.923615	1.053987E+1
3/24/2022  12:11:44.923617	1.053987E+1
3/24/2022  12:11:44.923619	1.053987E+1
3/24/2022  12:11:44.923621	1.053987E+1
3/24/2022  12:11:44.923623	1.053987E+1
3/24/2022  12:11:44.923625	1.053987E+1
3/24/2022  12:11:44.923627	1.053987E+1
3/24/2022  12:11:44.923629	1.053987E+1
3/24/2022  12:11:44.923631	1.053987E+1
3/24/2022  12:11:44.923633	1.053987E+1
3/24/2022  12:11:44.923635	1.053987E+1
3/24/2022  12:11:44.923637	1.053987E+1
3/24/2022  12:11:44.923639	1.053987E+1
3/24/2022  12:11:44.923641	1.053987E+1
3/24/2022  12:11:44.923643	1.053987E+1
